Year,Month,Day,Min Temp,Max Temp,Min Wind Speed,Max Wind Speed,Pressure,Humidity,Precipitation
2002,11,15,18,29,1.5,1.5,1011,75,0
2002,11,16,17,28,1.6,1.6,1011,73,0
2002,11,17,16.8,28,1.4,1.4,1011,76,0
2002,11,18,18.6,28,1.2,1.2,1010,75,0
2002,11,19,18,29,1.6,1.6,1010,72,0
2002,11,20,17,29,1.5,1.5,1011,72,0
2002,11,21,17,28.2,1.7,1.7,1012,74,0
2002,11,22,17.6,27.8,1.3,1.3,1010,79,0
2002,11,23,18,28.2,1.6,1.6,1009,77,0
2002,11,24,18.2,28,1.8,1.8,1009,79,0
2002,11,25,17.8,29.2,1.4,1.4,1008,76,0
2002,11,26,17.8,29.8,1.4,1.4,1009,76,0
2002,11,27,19,29,1.7,1.7,1011,73,0
2002,11,28,18.6,28.8,1.5,1.5,1012,76,0
2002,11,29,19,29.2,1.1,1.1,1012,72,0
2002,11,30,17.8,29,1.6,1.6,1011,77,0
2002,12,1,16.4,29,1.4,1.4,1010,72,0
2002,12,2,15.6,28,1.4,1.4,1012,74,0
2002,12,3,15.8,28,1.1,1.1,1013,73,0
2002,12,4,14,27.6,1.6,1.6,1013,70,0
2002,12,5,14.2,28,1.4,1.4,1013,75,0
2002,12,6,14.8,28,1.3,1.3,1013,77,0
2002,12,7,14.4,28,1.6,1.6,1013,75,0
2002,12,8,13.6,26.8,2.1,2.1,1013,76,0
2002,12,9,13,26.8,1.5,1.5,1014,74,0
2002,12,10,12.8,27.4,1.5,1.5,1014,69,0
2002,12,11,13,26.6,1.6,1.6,1015,73,0
2002,12,12,14.8,27,1.8,1.8,1017,74,0
2002,12,13,14.6,26.6,1.6,1.6,1017,75,0
2002,12,15,14.8,27.2,1.2,1.2,1014,73,0
2002,12,16,14.8,27,1.5,1.5,1013,74,0
2002,12,17,15.2,27,1.6,1.6,1012,74,0
2002,12,18,15.6,28.2,1.6,1.6,1011,79,0
2002,12,19,15.8,29.8,1.6,1.6,1009,78,0
2002,12,20,19.2,29.8,1.7,1.7,1008,75,0
2002,12,21,16.6,29.6,1.4,1.4,1009,75,0
2002,12,22,15.4,26.8,1.4,1.4,1012,77,0
2002,12,23,14.6,23,0.9,0.9,1013,85,0
2002,12,24,14.4,22.8,0.9,0.9,1012,87,0
2002,12,25,14.4,23.6,0.9,0.9,1012,86,1
2002,12,26,15.4,26,1.5,1.5,1012,81,0
2002,12,27,14.2,25,1.6,1.6,1012,74,0
2002,12,28,12.8,24.6,1.8,1.8,1013,74,0
2002,12,29,12.3,23.6,1.4,1.4,1014,73,0
2002,12,30,11,23.4,1.7,1.7,1015,76,0
2002,12,31,10.4,23.4,1.4,1.4,1012,73,0
2003,1,1,12.6,23,1.6,1.6,1013,80,0
2003,1,2,14,24.4,1.7,1.7,1017,77,0
2003,1,3,13.8,25,1.3,1.3,1016,74,0
2003,1,4,14.4,24.6,1.1,1.1,1014,72,0
2003,1,5,11.8,22.2,1.4,1.4,1015,72,0
2003,1,6,11.1,28,1.3,1.3,1017,71,0
2003,1,7,10,21.2,1.6,1.6,1016,76,0
2003,1,8,9.8,19.4,1.1,1.1,1016,80,0
2003,1,9,10.2,18.6,1.7,1.7,1017,78,0
2003,1,10,9.4,21.6,1.7,1.7,1017,79,0
2003,1,11,10,21,1.5,1.5,1017,74,0
2003,1,12,9.2,22.6,1.2,1.2,1017,70,0
2003,1,14,11.4,21.6,1.1,1.1,1017,73,0
2003,1,15,9.6,21.4,1.2,1.2,1017,81,0
2003,1,16,9.6,22.4,1.1,1.1,1016,77,0
2003,1,17,11.4,23.2,1.7,1.7,1017,78,0
2003,1,18,11.2,24.4,1.7,1.7,1017,74,0
2003,1,19,11.6,25.2,1.6,1.6,1016,70,0
2003,1,20,11.6,24.6,1.4,1.4,1014,65,0
2003,1,21,11.4,22.6,1.8,1.8,1013,71,0
2003,1,22,8,23,1.7,1.7,1013,70,0
2003,1,23,8.6,26,1,1,1010,73,0
2003,1,24,11.8,25.4,1.2,1.2,1009,72,0
2003,1,25,12.4,25,1,1,1011,72,0
2003,1,26,15.6,26.8,0.6,0.6,1012,68,0
2003,1,27,13.4,27.4,1.6,1.6,1013,68,0
2003,1,28,14,27.6,1.2,1.2,1013,71,0
2003,1,29,14.2,25.6,1.1,1.1,1013,75,0
2003,1,30,16.6,26.6,0.6,0.6,1013,75,0
2003,1,31,17.2,26.6,0.6,0.6,1014,77,0
2003,2,1,18,29.6,1.4,1.4,1016,71,0
2003,2,2,16.4,28,1.5,1.5,1017,72,0
2003,2,3,17.2,29,1.6,1.6,1015,69,0
2003,2,4,17.8,27,1.5,1.5,1015,72,0
2003,2,5,15.2,23.2,1.8,1.8,1015,77,0
2003,2,6,14,27.2,0.9,0.9,1013,74,0
2003,2,7,16.8,28,1.2,1.2,1011,71,0
2003,2,8,17,29.4,1.9,1.9,1010,70,0
2003,2,9,19,30,1.4,1.4,1009,69,4.5
2003,2,10,18.6,30,1.2,1.2,1011,66,1.5
2003,2,11,18.6,30,0.8,0.8,1011,66,0
2003,2,13,19,25,1.2,1.2,1010,85,3.5
2003,2,14,16.2,27,1.3,1.3,1011,75,0
2003,2,15,15.4,29,1.3,1.3,1013,67,0
2003,2,16,17.4,31,1.2,1.2,1014,68,0
2003,2,17,18,32,1,1,1013,72,0
2003,2,18,18.2,33,1.2,1.2,1012,66,0
2003,2,19,19.1,31,1.6,1.6,1012,68,0.5
2003,2,20,17.8,32,1.2,1.2,1012,67,0
2003,2,21,19,30,1.5,1.5,1013,68,0
2003,2,22,16.4,29,1.6,1.6,1014,62,0
2003,2,23,15.2,30,1.4,1.4,1012,60,0
2003,2,24,16.4,30.2,1.4,1.4,1011,60,0
2003,2,25,20.4,35,1.3,1.3,1009,64,0
2003,2,26,22.2,34,1.3,1.3,1009,58,0
2003,2,27,22,34,1,1,1010,68,0
2003,2,28,23,35,1,1,1010,69,0
2003,3,1,22,33.4,1.6,1.6,1008,65,0
2003,3,2,23.6,35,1.7,1.7,1007,59,0
2003,3,3,24.6,37,1.8,1.8,1006,58,0
2003,3,4,23.7,33,1.2,1.2,1005,55,0
2003,3,5,15.4,25.4,2.3,2.3,1008,48,0
2003,3,6,14.6,27.2,1.6,1.6,1011,57,0
2003,3,7,14.6,29,1.3,1.3,1010,55,0
2003,3,8,13.6,30.2,1.3,1.3,1010,57,0
2003,3,9,15.6,30.6,1.5,1.5,1011,53,0
2003,3,10,17,32.2,2.1,2.1,1010,64,0
2003,3,11,22,29.4,1.7,1.7,1009,79,0
2003,3,12,17.8,28.4,2.8,2.8,1012,85,15
2003,3,13,17.4,29,1.2,1.2,1014,74,9.5
2003,3,15,21.4,31,0.8,0.8,1008,82,0.5
2003,3,16,23.2,33,2.1,2.1,1008,76,3
2003,3,17,23,27.2,1.4,1.4,1011,81,5.5
2003,3,18,22.8,31,2,2,1011,77,2.5
2003,3,19,20,33,1.2,1.2,1010,73,0
2003,3,20,19.6,33,1,1,1009,66,0
2003,3,21,22.3,34,1.1,1.1,1009,60,0
2003,3,22,22,34,1.2,1.2,1010,60,0
2003,3,23,21,33,1.4,1.4,1010,59,0
2003,3,24,23.8,33,1.1,1.1,1009,65,0
2003,3,25,24.3,34,1.5,1.5,1009,64,0
2003,3,26,21.2,34,1.4,1.4,1009,58,1.5
2003,3,27,21,33,1.7,1.7,1009,74,1
2003,3,28,20,32,0.9,0.9,1008,70,0
2003,3,29,23,33.4,1.5,1.5,1006,69,0.5
2003,3,30,24.3,32.8,1.9,1.9,1005,78,8.5
2003,3,31,23.4,34,1.9,1.9,1004,79,1.5
2003,4,1,26,35,1.7,1.7,1004,62,0
2003,4,2,26.4,35,2.2,2.2,1003,71,0
2003,4,3,26,35,2.2,2.2,1004,78,0.5
2003,4,4,25,33,1.8,1.8,1005,78,14
2003,4,5,24.2,34,1.8,1.8,1007,71,12
2003,4,6,24,36,1,1,1008,63,0
2003,4,7,26,36,1.5,1.5,1009,65,0
2003,4,8,27.4,37,1.7,1.7,1007,59,0
2003,4,9,26,36.4,1.3,1.3,1006,64,0.5
2003,4,10,25,35,1.7,1.7,1007,72,0
2003,4,11,24,36.6,2.1,2.1,1007,72,0.5
2003,4,12,27,37.8,2.7,2.7,1005,68,0
2003,4,14,26,36.6,2,2,1005,73,0
2003,4,15,23,33,2,2,1007,65,0.5
2003,4,16,23.6,36.6,2.5,2.5,1007,73,19.5
2003,4,17,25,35.4,2.2,2.2,1004,78,21
2003,4,18,26,35.6,1.9,1.9,1004,76,0
2003,4,19,25,35.4,2.6,2.6,1002,76,0
2003,4,20,26,35.2,2.4,2.4,1002,73,11
2003,4,21,26,36.2,2.4,2.4,1004,73,0
2003,4,22,26,36,2.7,2.7,1005,71,0
2003,4,23,27,36,2.6,2.6,1005,70,0
2003,4,24,27,36.4,1.9,1.9,1005,68,0
2003,4,25,27,37,1.9,1.9,1005,68,0
2003,4,26,24,37,2.4,2.4,1004,72,0
2003,4,27,24,37.4,1.7,1.7,1003,71,0
2003,4,28,27,36,1.4,1.4,1005,63,0
2003,4,29,25.9,37,1.6,1.6,1007,69,1.5
2003,4,30,22.6,36,1.8,1.8,1008,78,2
2003,5,1,23,36,1.7,1.7,1005,72,3.5
2003,5,2,24.8,34.4,2.1,2.1,1002,77,1
2003,5,3,26.4,35,2.5,2.5,999,74,0
2003,5,4,28,38.2,2,2,998,71,0
2003,5,5,27,38,1.6,1.6,1000,67,0
2003,5,6,29,36,2.5,2.5,1001,72,0
2003,5,7,28,37.6,2.1,2.1,1002,71,0.5
2003,5,8,24,37,3,3,1003,77,0
2003,5,9,22,31,2.7,2.7,1006,82,2.5
2003,5,10,24.1,31,1.7,1.7,1008,78,2
2003,5,11,25.8,34.8,1.2,1.2,1005,77,0
2003,5,12,25,36.8,1.2,1.2,1003,70,0
2003,5,14,27.6,36,1.3,1.3,1002,69,1.5
2003,5,15,26,34,1.8,1.8,1000,73,0
2003,5,16,26,35.6,0.9,0.9,1001,62,0
2003,5,17,28,38,3,3,999,66,0
2003,5,18,29.1,37.2,5.3,5.3,999,66,0
2003,5,19,28.6,37,1.8,1.8,1000,66,0
2003,5,20,28,38.4,1.8,1.8,1001,67,0.5
2003,5,21,23.6,36,2.6,2.6,1002,73,0
2003,5,22,20,34.2,2,2,1002,77,0.5
2003,5,23,19,35,1.4,1.4,1002,64,2.5
2003,5,24,24.6,37,1.9,1.9,1002,71,0
2003,5,25,25.4,35,2.1,2.1,1002,66,1
2003,5,26,29,38,2.2,2.2,1000,63,0
2003,5,27,29.2,38,2.3,2.3,998,65,3
2003,5,28,30,40,2,2,997,63,0
2003,5,29,29,40,2.4,2.4,1000,64,0
2003,5,30,29,39,3.2,3.2,1000,65,0
2003,5,31,28,37.6,2.9,2.9,1001,70,0
2003,6,1,28,38,2.7,2.7,1000,68,0
2003,6,2,28,37,2.4,2.4,998,68,0
2003,6,3,27,36,1.9,1.9,998,72,0
2003,6,4,26.8,36,1.6,1.6,997,72,0
2003,6,5,27,34.2,2.3,2.3,996,79,0
2003,6,6,24,36,3,3,997,75,0.5
2003,6,7,25.6,35,2.9,2.9,997,81,0
2003,6,8,24,34,2.1,2.1,999,76,0
2003,6,9,26.8,34,1.8,1.8,998,75,0
2003,6,10,27.4,37.2,2,2,996,74,0
2003,6,11,28,36.2,1.9,1.9,995,76,0
2003,6,13,29,36.6,2.8,2.8,999,73,1.5
2003,6,14,29,36.4,2.7,2.7,1001,72,3
2003,6,15,28.6,35.6,1.4,1.4,999,72,6.5
2003,6,16,28,35.6,0.8,0.8,998,77,6
2003,6,17,27.6,34.6,1.1,1.1,998,73,5
2003,6,18,26,29,0.8,0.8,997,87,45.5
2003,6,19,26.4,31,1.3,1.3,993,88,12.5
2003,6,20,26,30,1.8,1.8,991,91,56
2003,6,21,25,28.6,1.3,1.3,993,92,39.5
2003,6,22,26.6,30.2,1.2,1.2,995,90,10
2003,6,23,25,32,1.8,1.8,998,86,18.5
2003,6,24,26,34,2,2,999,86,6
2003,6,25,26,31,1.8,1.8,997,86,5.5
2003,6,26,26.8,31.6,2.2,2.2,996,84,12
2003,6,27,25,31,2.2,2.2,997,92,34
2003,6,28,25,32.2,2.4,2.4,998,89,9.5
2003,6,29,27,31,2.1,2.1,997,85,3.5
2003,6,30,24,33.6,1.9,1.9,997,90,11
2003,7,1,26,32,1.8,1.8,999,88,29
2003,7,2,26,33.2,1.8,1.8,1002,85,6
2003,7,3,26,33.2,1.6,1.6,1002,86,7
2003,7,4,26,31.8,1.3,1.3,1002,87,4.5
2003,7,5,26,31,1.2,1.2,1002,88,15
2003,7,6,25,31.8,1.5,1.5,1002,84,2
2003,7,7,26,33,2.1,2.1,1000,82,0.5
2003,7,8,27,34.2,2,2,999,82,3.5
2003,7,9,27,35,2,2,1000,78,2.5
2003,7,10,28,34.2,1.6,1.6,1000,79,6.5
2003,7,11,26.8,32.6,1.1,1.1,998,86,1
2003,7,13,25,31,1.4,1.4,999,91,18.5
2003,7,14,25.8,30.6,1.3,1.3,999,90,33.5
2003,7,15,26.6,32.6,1.8,1.8,1000,81,5
2003,7,16,26,31.8,2,2,1002,82,1.5
2003,7,17,27,33.4,1.6,1.6,1004,82,11.5
2003,7,18,26,32,1.6,1.6,1003,82,0
2003,7,19,27,34,1.7,1.7,1000,80,2
2003,7,20,26,34,2,2,999,80,4
2003,7,21,26,33.6,1.6,1.6,999,82,2.5
2003,7,22,26,33,1.2,1.2,997,83,14
2003,7,23,27.6,34,1,1,995,84,4.5
2003,7,24,26,33,1.2,1.2,993,83,14.5
2003,7,25,26,32,2.6,2.6,990,85,9.5
2003,7,26,26,29.6,2.7,2.7,993,92,19
2003,7,27,26,31,2.2,2.2,998,86,5.5
2003,7,28,27,29.8,1.5,1.5,1002,86,6
2003,7,29,27,32,1.7,1.7,1001,81,16.5
2003,7,30,25,29,1.9,1.9,1000,88,13.5
2003,7,31,26,30,1.5,1.5,999,86,21.5
2003,8,1,26,32,1.6,1.6,1000,84,3.5
2003,8,2,25,31.6,1.8,1.8,1000,84,4.5
2003,8,3,26,31.8,1.6,1.6,1001,84,2.5
2003,8,4,26,33,1.3,1.3,1000,80,1
2003,8,5,27,34.6,1.7,1.7,1000,76,2
2003,8,6,27,35,1.5,1.5,999,77,1
2003,8,7,26,34,1.7,1.7,999,76,2
2003,8,8,28,34,1.7,1.7,999,76,3
2003,8,9,27.6,34,1.8,1.8,998,77,5
2003,8,10,27,32,1.7,1.7,998,80,14
2003,8,12,27.6,33.6,1.7,1.7,999,81,6
2003,8,13,27.8,31,1.4,1.4,999,87,17
2003,8,14,26.6,29.4,1.4,1.4,999,90,19.5
2003,8,15,27,32.4,1.6,1.6,999,81,7
2003,8,16,27,33.4,1.7,1.7,1001,76,5
2003,8,17,28,35,1.8,1.8,1001,72,3
2003,8,18,28.6,35,1.6,1.6,1001,71,14.5
2003,8,19,28,35,1.5,1.5,999,74,1.5
2003,8,20,28.2,35,1.4,1.4,997,74,2
2003,8,21,27.6,37,0.9,0.9,998,72,1
2003,8,22,26.6,34,1.8,1.8,1000,80,12.5
2003,8,23,26.4,31,1.8,1.8,1002,86,8.5
2003,8,24,26,31,1.8,1.8,1002,87,3.5
2003,8,25,26.8,35,1.4,1.4,1000,77,12
2003,8,26,27,37,1.2,1.2,998,79,10.5
2003,8,27,26,30,2.2,2.2,998,86,2
2003,8,28,26,31.2,1.8,1.8,999,84,9
2003,8,29,26,30.2,1.5,1.5,1002,85,2.5
2003,8,30,25,32,1.7,1.7,1001,85,30.5
2003,8,31,26,29.2,1.8,1.8,999,87,6.5
2003,9,1,26,31.6,1.5,1.5,998,85,8.5
2003,9,2,26,32.4,2.4,2.4,999,82,4
2003,9,3,26,32.6,2.3,2.3,999,77,0.5
2003,9,4,26,31.2,1.6,1.6,1000,82,9.5
2003,9,5,26,31,1.9,1.9,1000,82,6
2003,9,6,26,30.4,2.2,2.2,999,83,10.5
2003,9,7,25,29.6,1.8,1.8,999,89,1
2003,9,8,25,31.2,1.9,1.9,999,86,10.5
2003,9,9,27,32.8,1.2,1.2,1000,82,4
2003,9,11,27,33,1.1,1.1,1000,82,7
2003,9,12,25,32,1.4,1.4,999,88,11
2003,9,13,25,31,1.7,1.7,1000,88,7
2003,9,14,27,32,1.8,1.8,1001,85,8
2003,9,15,27,32,1.7,1.7,1002,84,6
2003,9,16,27,34.2,1.6,1.6,1003,82,8.5
2003,9,17,27,34.4,1.6,1.6,1004,78,1
2003,9,18,26.4,32.4,1.4,1.4,1005,78,4.5
2003,9,19,27,33.2,1.7,1.7,1005,79,4
2003,9,20,27,34.6,2,2,1006,79,6.5
2003,9,21,27,33,1.7,1.7,1006,83,6.5
2003,9,22,28,35,1.5,1.5,1005,82,5
2003,9,23,27,34,1.4,1.4,1005,82,5.5
2003,9,24,26,31.8,1.4,1.4,1006,84,8
2003,9,25,25.2,33,1.5,1.5,1007,88,5
2003,9,26,26,31.6,1.3,1.3,1006,90,22
2003,9,27,25,33,1.3,1.3,1005,87,5
2003,9,28,25.6,34,1.6,1.6,1004,79,1.5
2003,9,29,27.4,35,1.8,1.8,1005,73,2
2003,9,30,25.8,34.4,1.3,1.3,1005,85,7
2003,10,1,19,33.6,1.1,1.1,1004,84,2
2003,10,2,25,30,0.8,0.8,1006,89,10.5
2003,10,3,24,34,1.1,1.1,1008,82,9
2003,10,4,24,33,1.1,1.1,1007,82,3.5
2003,10,5,25,30.4,1.7,1.7,1007,86,1
2003,10,6,23,30.2,1.7,1.7,1007,87,14.5
2003,10,7,23,25,2.3,2.3,1006,96,56
2003,10,8,24,26,1.8,1.8,1003,94,20
2003,10,9,25,28.6,2.8,2.8,1001,90,13.5
2003,10,11,24.4,33.4,1.2,1.2,1005,81,0
2003,10,12,24.4,34,1.6,1.6,1006,75,0
2003,10,13,25.4,33,1.6,1.6,1008,80,0
2003,10,14,23.6,33,1.7,1.7,1008,71,0
2003,10,15,23,34,1.4,1.4,1009,77,0
2003,10,16,25.6,33,1.1,1.1,1010,83,7
2003,10,17,24.4,33,1.1,1.1,1009,74,0.5
2003,10,18,26.4,31,0.8,0.8,1010,80,2
2003,10,19,25.6,33,0.8,0.8,1009,80,1
2003,10,20,24.8,33.8,1.1,1.1,1009,74,0
2003,10,21,26,33,1,1,1009,80,0
2003,10,22,25,32,0.7,0.7,1009,79,0.5
2003,10,23,25,34,1.1,1.1,1009,81,2.5
2003,10,24,24,30,1.1,1.1,1008,84,5
2003,10,25,24.4,28.2,1.1,1.1,1007,86,4
2003,10,26,25,29.2,1.5,1.5,1008,87,11
2003,10,27,24,30,1,1,1011,87,14
2003,10,28,24.4,30.4,1.5,1.5,1014,85,6
2003,10,29,25.4,31,1.1,1.1,1013,85,0
2003,10,30,25,32,1.2,1.2,1011,83,0.5
