Year,Month,Day,Min Temp,Max Temp,Min Wind Speed,Max Wind Speed,Pressure,Humidity,Precipitation
2007,1,22,15,26,0.8,0.8,1015,64,0
2007,1,23,14,24.6,1,1,1017,62,0
2007,1,24,12.4,24.8,1.2,1.2,1016,71,0
2007,1,25,13.4,25.4,1,1,1015,72,0
2007,1,26,13.2,27,1.5,1.5,1014,71,0
2007,1,27,13.4,29,1.1,1.1,1015,73,0
2007,1,28,15.6,29.4,1.3,1.3,1015,76,0
2007,1,29,15.4,29.8,1.3,1.3,1014,77,0
2007,1,30,18.4,30.6,1.2,1.2,1014,71,0
2007,1,31,17,30.2,1.2,1.2,1014,77,1
2007,2,1,18.6,29.6,1.2,1.2,1014,71,0
2007,2,2,18.8,27,1,1,1015,85,0
2007,2,3,20.6,28.2,1.4,1.4,1014,82,0.5
2007,2,4,21.4,30.4,1.4,1.4,1010,77,0
2007,2,5,19,29.4,1,1,1010,71,0
2007,2,6,19,28,0.7,0.7,1011,82,4.5
2007,2,7,19.1,28.6,1.4,1.4,1012,79,9
2007,2,8,18.2,27.4,1.2,1.2,1014,85,33
2007,2,9,19,25,1.2,1.2,1015,86,2
2007,2,10,18.6,28,1.2,1.2,1014,78,0
2007,2,11,18.4,29,0.8,0.8,1013,75,0.5
2007,2,12,17.4,26.4,1,1,1013,76,0
2007,2,13,17.4,19.6,0.9,0.9,1011,90,14
2007,2,14,17.4,24,1.6,1.6,1010,87,19
2007,2,15,15.6,25.8,1.4,1.4,1012,74,0
2007,2,16,14,27.4,1.3,1.3,1012,69,0.5
2007,2,17,16.2,26.6,1,1,1012,76,0.5
2007,2,18,16.8,27.2,0.8,0.8,1013,79,0
2007,2,19,16.7,27,1.2,1.2,1014,66,0
2007,2,21,15,27.6,1.6,1.6,1013,60,0
2007,2,22,14.8,29,0.8,0.8,1011,61,0
2007,2,23,16,29.6,1.3,1.3,1009,63,0
2007,2,24,18.2,30.8,1.3,1.3,1010,62,0
2007,2,25,17.6,32.2,1.1,1.1,1009,55,0
2007,2,26,18,28.6,0.9,0.9,1009,68,0
2007,2,27,19,30,0.8,0.8,1010,71,0
2007,2,28,20.2,31,1,1,1010,70,0
2007,3,1,20.1,29.2,1,1,1009,71,0
2007,3,2,18,23.6,0.9,0.9,1009,85,2
2007,3,3,17.8,28,1.2,1.2,1012,71,0
2007,3,4,16,28,1,1,1011,66,0
2007,3,5,17,27.6,1.1,1.1,1012,62,0
2007,3,6,18.2,29.2,1.2,1.2,1009,55,0
2007,3,7,15.8,30,1.1,1.1,1008,53,0
2007,3,8,17,31,0.9,0.9,1009,53,0
2007,3,9,18.8,29.4,1.3,1.3,1010,73,0.5
2007,3,10,23.4,31.4,1,1,1011,76,2.5
2007,3,11,22,32.2,1,1,1011,73,0
2007,3,12,22.2,34.4,0.7,0.7,1012,66,0
2007,3,13,22.3,31,0.9,0.9,1012,69,0
2007,3,14,22,29.2,1.1,1.1,1011,64,0
2007,3,15,21,30,1.4,1.4,1009,68,0
2007,3,16,16.6,28.8,1.4,1.4,1009,51,0
2007,3,17,16.2,30.4,1.3,1.3,1010,53,0
2007,3,18,18.2,31.8,0.8,0.8,1007,52,0
2007,3,19,21.6,31.6,0.7,0.7,1008,73,0
2007,3,20,23.6,31.4,3.5,3.5,1009,74,0
2007,3,21,24.6,32.6,0.7,0.7,1009,73,0
2007,3,23,24.6,35.2,1.3,1.3,1008,75,0
2007,3,24,27,35,1.4,1.4,1008,72,0
2007,3,25,23,34.6,1.4,1.4,1006,52,0
2007,3,26,23.3,35.6,1,1,1007,55,0
2007,3,27,23,35.6,1.1,1.1,1009,53,0
2007,3,28,20.8,35.6,1.5,1.5,1009,54,0
2007,3,29,24,35.2,0.6,0.6,1008,62,0
2007,3,30,24,36,1.3,1.3,1009,51,0
2007,3,31,24.4,36,1.4,1.4,1009,61,0
2007,4,1,25,37.8,1.5,1.5,1006,69,0
2007,4,2,26.2,38.4,1,1,1004,71,0
2007,4,3,26.6,37.4,1.3,1.3,1004,71,0
2007,4,4,28,36,1.4,1.4,1006,68,0
2007,4,5,26.6,35,1.7,1.7,1007,72,0
2007,4,6,26.2,36.2,2.2,2.2,1007,71,0
2007,4,7,26.6,35.6,2.1,2.1,1006,70,0.5
2007,4,8,26.6,34.8,1.7,1.7,1005,68,1
2007,4,9,26.1,34,2,2,1005,54,5
2007,4,10,21,34,2.1,2.1,1006,75,0.5
2007,4,11,26.2,36.2,1.5,1.5,1004,70,1
2007,4,12,22.8,35.2,2.2,2.2,1004,72,2.5
2007,4,13,21,32.4,1.2,1.2,1007,75,8
2007,4,14,26,34.8,1.3,1.3,1008,75,5
2007,4,15,25.4,34.6,1.1,1.1,1008,73,0.5
2007,4,16,25.6,34.8,1.3,1.3,1007,68,0
2007,4,17,26.2,35.4,1.4,1.4,1007,68,0
2007,4,18,26.2,35.6,1,1,1008,66,0.5
2007,4,19,25.4,35,1.3,1.3,1008,70,0
2007,4,20,26.2,36,1.9,1.9,1007,66,0
2007,4,22,27.6,37.4,1.8,1.8,1004,72,2.5
2007,4,23,27.8,38.8,1.7,1.7,1002,68,0
2007,4,24,28.4,37,2,2,1002,75,0
2007,4,25,27.8,36.6,1.6,1.6,1004,74,0
2007,4,26,25,35.4,1.5,1.5,1005,71,19
2007,4,27,25,33.6,1.7,1.7,1007,72,24.5
2007,4,28,24,35,1.2,1.2,1006,82,11.5
2007,4,29,24.4,35,2.9,2.9,1006,75,1
2007,4,30,26.4,34.8,1.1,1.1,1007,70,0
2007,5,1,27,36.6,0.8,0.8,1007,65,0
2007,5,2,22.4,35.6,0.9,0.9,1005,68,0
2007,5,3,23.8,34.8,0.6,0.6,1003,76,0
2007,5,4,25.6,34.8,0.8,0.8,1003,75,0
2007,5,5,26.4,37,0.8,0.8,1003,67,0.5
2007,5,6,27,36.6,0.7,0.7,1002,72,1
2007,5,7,26.4,34.8,0.8,0.8,1002,77,1
2007,5,8,25.6,33.6,1.4,1.4,1002,76,4.5
2007,5,9,26.4,33,3.5,3.5,1002,77,6
2007,5,10,26,35,1,1,1001,72,0
2007,5,11,26.6,36.2,0.8,0.8,1001,69,0
2007,5,12,26.4,35,1,1,1003,71,0
2007,5,13,25.4,35.4,0.5,0.5,1001,70,0.5
2007,5,14,25.2,35,1.5,1.5,998,71,0
2007,5,15,24,34,1.5,1.5,999,70,0
2007,5,16,25.6,35,1,1,1002,77,1.5
2007,5,17,25.6,34.6,1,1,1002,76,6
2007,5,18,26.9,34,0.7,0.7,1002,79,4
2007,5,19,27,35.4,0.6,0.6,1001,76,3
2007,5,20,26.3,33.3,1.4,1.4,1000,76,18.5
2007,5,22,25,36,1.8,1.8,999,78,0
2007,5,23,27.7,33.6,1.5,1.5,1000,77,0.5
2007,5,24,29,37,1.8,1.8,1000,76,0
2007,5,25,28.8,36.6,1.5,1.5,1001,77,0
2007,5,26,29,37,1.6,1.6,1002,74,0
2007,5,27,25.6,36.8,2,2,1003,76,0
2007,5,28,25.7,35.8,1.1,1.1,1002,79,1
2007,5,29,28.4,38.8,0.7,0.7,1002,69,0
2007,5,30,30,38.8,1.3,1.3,1003,72,1
2007,5,31,29.2,38.6,1.4,1.4,1003,70,0
2007,6,1,30,38.4,1.7,1.7,1001,72,0
2007,6,2,28.1,37.6,2.3,2.3,1000,71,0
2007,6,3,27.2,37,1.4,1.4,1001,73,0
2007,6,4,29,34.6,1.9,1.9,1002,76,1
2007,6,5,27,35.2,1.2,1.2,1001,74,9
2007,6,6,27.5,35,1.2,1.2,1000,75,0.5
2007,6,7,25.6,36,1.9,1.9,999,76,0
2007,6,8,26.8,32,1.5,1.5,999,82,0
