Year,Month,Day,Min Temp,Max Temp,Min Wind Speed,Max Wind Speed,Pressure,Humidity,Precipitation
2019,5,18,30,36.2,2.2,2.2,1002,78,0
2019,5,19,30,36.6,1.3,1.3,1004,73,4
2019,5,20,29.6,36.4,1.8,1.8,1005,76,3.5
2019,5,21,29.4,35.6,2,2,1004,77,0
2019,5,22,29.4,36.2,2.3,2.3,1003,73,9.5
2019,5,23,27.4,34.6,2.8,2.8,1004,73,1
2019,5,24,28.5,34.8,2.3,2.3,1002,72,11.8
2019,5,25,25,32.8,1.9,1.9,1001,83,28.3
2019,5,26,25.4,35.5,1.3,1.3,1001,81,4
2019,5,27,29.4,36,2.1,2.1,1001,79,0
2019,5,28,29.2,36.2,2,2,1001,77,0
2019,5,29,29.4,36.8,1.6,1.6,1001,76,0
2019,5,30,29.2,35.2,2.2,2.2,1000,78,0
2019,5,31,28.7,34.2,2.6,2.6,1001,77,0
2019,6,1,27.4,36,1.8,1.8,1002,74,0
2019,6,2,27,34.4,2.3,2.3,1002,81,9.3
2019,6,3,26.2,35,1.5,1.5,1002,73,13
2019,6,4,28,34,2,2,1001,77,8
2019,6,5,25.2,30.8,1.7,1.7,1000,89,60.8
2019,6,6,26.3,33,1.2,1.2,1001,84,4
2019,6,7,27.8,30.6,1.2,1.2,1002,83,2.8
2019,6,8,27.6,34,1.4,1.4,1001,77,3.5
2019,6,9,29,35.6,1.9,1.9,1000,77,1.5
2019,6,10,29.2,35.7,2.2,2.2,998,78,0
2019,6,11,29.4,36.2,1.6,1.6,998,75,0
2019,6,12,25.5,35.8,1.9,1.9,998,79,1.8
2019,6,13,25.5,35.8,1,1,998,77,5.3
2019,6,14,27.4,38.4,1.5,1.5,996,77,9.3
2019,6,15,27.9,32.4,2.2,2.2,997,81,0.5
2019,6,17,29.8,34.2,1.6,1.6,997,79,5.8
2019,6,18,27.2,35.5,1.4,1.4,998,84,30.3
2019,6,19,27.6,37.2,1.5,1.5,998,83,4.5
2019,6,20,27.7,35.2,1.3,1.3,999,79,8.5
2019,6,21,28.5,32,1.7,1.7,999,85,13.5
2019,6,22,27.8,33,1.7,1.7,1001,81,2.3
2019,6,23,28.4,34.2,1.6,1.6,1002,82,1
2019,6,24,28.6,35,1.9,1.9,1003,78,0
2019,6,25,29.2,35.4,2.4,2.4,1002,77,0
2019,6,26,29.2,35,2.5,2.5,1000,75,0.5
2019,6,27,29.6,34.6,2.5,2.5,998,78,2.5
2019,6,28,29.4,32.2,1.9,1.9,997,81,15.5
2019,6,29,26.8,35.2,1.4,1.4,996,84,12.8
2019,6,30,26.8,34,1,1,996,84,10.5
2019,7,1,27.8,32.2,2.2,2.2,994,85,7.3
2019,7,2,28.3,31.4,1.6,1.6,995,87,10.5
2019,7,3,27,32.8,1.3,1.3,997,85,12
2019,7,4,28.4,34.6,1.4,1.4,996,77,7
2019,7,5,28.4,32.8,1.1,1.1,994,81,22
